Fuel_consumption,Engine_speed,Engine_coolant_temperature,Current_Gear,transmition_oil_temperature,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Indication_of_brake_switch_ON/OFF
307.2,664,86,1,76,0,0.1,2,2
294.4,669,86,1,76,0,0.1,2,2
307.2,667,86,1,76,0,0.1,2,2
332.8,707,86,1,76,0,0.4,1,1
614.4,1156,86,1,76,2,1.1,1,1
678.4,1304,86,1,76,6,1,1,1
627.2,1409,86,1,76,8,0.5,1,1
806.4,1644,87,1,76,10,0.6,1,1
1024,1951,87,1,76,12,0.7,1,1
934.4,1660,87,2,76,14,0.7,1,1
409.6,1383,87,2,76,15,-0.2,1,1
281.6,1186,87,2,76,14,-0.3,1,1
614.4,1374,86,2,76,13,0.1,1,1
960,1640,86,2,76,15,0.6,1,1
1100.8,1818,86,2,76,17,0.7,1,1
985.6,1872,85,2,76,19,0.5,1,1
396.8,1553,85,2,76,19,-0.2,2,2
396.8,1219,85,3,76,18,-0.4,2,2
409.6,1111,84,3,76,16,-0.5,2,2
396.8,1049,84,3,76,15,-0.1,1,1
435.2,1084,84,3,76,15,0,1,1
614.4,1265,84,3,76,16,0.2,1,1
652.8,1321,84,3,76,17,0.2,1,1
563.2,1280,84,3,76,17,0.2,1,1
384,1123,84,3,76,17,-0.1,1,1
345.6,1062,84,3,76,17,-0.2,2,2
320,996,84,3,76,15,-0.4,2,2
345.6,962,84,3,76,14,-0.2,1,1
396.8,1000,84,3,76,14,0,1,1
563.2,1182,84,3,76,14,0.2,1,1
345.6,968,84,3,76,14,-0.3,2,2
358.4,871,84,3,77,10,-2.2,2,2
640,1145,84,1,77,2,-1.6,2,2
345.6,814,84,1,77,0,-0.3,2,2
345.6,707,84,1,77,0,0,2,2
332.8,695,84,1,77,0,0.3,1,1
422.4,844,84,1,77,0,0.5,1,1
640,1226,84,1,77,4,1,1,1
320,937,85,1,77,5,-0.1,1,1
307.2,816,85,1,77,4,-1.1,2,2
396.8,767,85,1,77,0,-0.6,2,2
345.6,693,85,1,77,0,0,2,2
320,670,85,1,77,0,0,2,2
332.8,664,85,1,77,0,0,2,2
320,662,86,1,77,0,0,2,2
307.2,662,86,1,77,0,0,2,2
320,666,86,1,77,0,0,2,2
320,666,86,1,77,0,0,2,2
332.8,667,86,1,77,0,0,2,2
320,668,86,1,77,0,0,2,2
320,667,86,1,77,0,0,2,2
320,666,87,1,77,0,0,2,2
320,667,87,1,77,0,0,2,2
332.8,666,87,1,77,0,0,2,2
332.8,666,87,1,77,0,0,2,2
332.8,668,87,1,77,0,0,2,2
332.8,666,87,1,77,0,0,2,2
345.6,670,87,1,77,0,0,2,2
320,669,87,1,77,0,0,2,2
332.8,667,87,1,77,0,0,2,2
345.6,668,87,1,77,0,0,2,2
332.8,668,87,1,77,0,0,2,2
332.8,686,87,1,77,0,0.3,1,1
422.4,825,87,1,77,0,0.5,1,1
588.8,1135,87,1,77,4,0.9,1,1
358.4,885,87,1,77,5,0,1,1
332.8,836,87,1,77,5,-0.1,1,1
473.6,1009,87,1,77,5,0.3,1,1
345.6,939,87,1,77,5,-0.1,2,2
320,781,87,1,77,4,-0.8,2,2
422.4,777,87,1,77,0,-0.5,2,2
371.2,714,87,1,77,0,0.1,2,2
345.6,667,87,1,77,0,-0.2,2,2
345.6,666,87,1,77,0,0.1,2,2
320,667,87,1,77,0,0.2,2,2
332.8,682,87,1,77,1,0.2,2,2
396.8,756,87,1,77,2,0.2,2,2
384,762,87,1,77,3,0.1,2,2
384,773,87,1,77,3,0.1,1,1
371.2,777,87,1,77,4,0.1,1,1
409.6,890,87,1,77,4,0.2,1,1
345.6,843,87,1,77,5,0,1,1
345.6,824,87,1,77,5,0,1,1
358.4,828,87,1,77,5,0,1,1
435.2,969,87,1,77,5,0.2,2,2
307.2,816,87,1,77,4,-0.5,2,2
371.2,758,87,1,77,4,0,2,2
384,760,87,1,77,3,-0.2,2,2
384,765,87,1,77,2,-0.3,2,2
384,744,87,1,77,0,-0.6,2,2
345.6,680,86,1,77,0,0,2,2
332.8,667,86,1,77,0,-0.2,2,2
345.6,667,86,1,77,0,0,2,2
320,665,86,1,77,0,0,2,2
320,664,86,1,77,0,0,2,2
332.8,668,86,1,77,0,0,2,2
345.6,672,86,1,77,0,0,2,2
320,665,86,1,77,0,0,2,2
332.8,670,86,1,77,0,0,2,2
332.8,670,86,1,77,0,0,2,2
332.8,667,86,1,77,0,0,2,2
332.8,666,86,1,77,0,0,2,2
332.8,670,86,1,77,0,0,2,2
345.6,669,86,1,77,0,0,2,2
320,670,86,1,77,0,0,2,2
332.8,669,86,1,77,0,0,2,2
332.8,671,86,1,77,0,0,2,2
320,668,86,1,77,0,0,2,2
320,667,87,1,77,0,0,2,2
332.8,668,87,1,77,0,0,2,2
320,667,87,1,77,0,0,2,2
307.2,668,87,1,77,0,0,2,2
320,670,87,1,77,0,0,2,2
320,665,87,1,77,0,0,2,2
307.2,669,87,1,77,0,0,2,2
320,670,87,1,77,0,0,2,2
332.8,670,87,1,77,0,0,2,2
320,669,87,1,77,0,0,2,2
320,668,87,1,77,0,0,2,2
320,669,87,1,77,0,0,2,2
332.8,667,87,1,77,0,0,2,2
320,671,87,1,77,0,0,2,2
320,673,87,1,77,0,0,2,2
332.8,670,87,1,77,0,0,2,2
320,669,87,1,77,0,0,2,2
332.8,666,87,1,77,0,0,2,2
332.8,668,87,1,77,0,0,2,2
320,671,87,1,77,0,0,2,2
320,669,87,1,77,0,0,2,2
345.6,669,87,1,77,0,0,2,2
332.8,669,87,1,77,0,0,2,2
332.8,676,87,1,77,0,0.1,1,1
358.4,705,87,1,77,0,0.3,2,2
320,671,87,1,77,0,0.1,1,1
358.4,716,87,1,77,2,0.2,1,1
371.2,759,87,1,77,3,0.2,1,1
384,780,87,1,77,3,0.1,1,1
563.2,1049,87,1,77,5,0.5,1,1
844.8,1434,87,1,77,7,0.9,1,1
1280,1899,87,1,77,11,1.2,1,1
1446.4,2203,87,1,77,14,1,1,1
1356.8,1936,87,2,77,18,0.9,1,1
780.8,1876,86,2,78,19,0.2,1,1
371.2,1382,86,3,78,19,-0.1,1,1
832,1479,86,3,78,20,0.3,1,1
1318.4,1693,85,3,78,21,0.7,1,1
742.4,1570,85,3,78,23,0.2,1,1
665.6,1528,85,3,78,23,0.1,1,1
652.8,1523,84,3,78,24,0.1,1,1
627.2,1547,84,3,78,24,0.1,1,1
499.2,1539,84,3,78,24,-0.1,1,1
499.2,1546,84,3,78,23,-0.1,1,1
614.4,1555,84,3,78,23,0,1,1
435.2,1460,84,3,78,23,-0.2,1,1
396.8,1386,84,3,78,22,-0.2,1,1
396.8,1369,84,3,78,21,-0.2,1,1
435.2,1393,84,3,78,21,-0.1,1,1
371.2,1307,84,3,78,21,-0.1,1,1
371.2,1292,84,3,78,20,-0.1,1,1
320,1226,84,3,78,19,-0.2,1,1
448,1293,84,3,78,19,0,1,1
448,1280,84,3,78,19,0,1,1
307.2,1107,84,3,78,18,-0.2,1,1
307.2,1046,84,3,78,17,-0.2,1,1
307.2,1014,84,3,78,17,-0.2,2,2
320,979,84,3,78,15,-0.3,2,2
320,941,84,3,78,14,-0.6,2,2
371.2,874,84,3,78,11,-0.8,2,2
396.8,835,84,3,78,8,-0.9,2,2
358.4,813,84,1,78,5,-0.7,1,1
358.4,804,84,1,78,4,0.1,1,1
358.4,818,84,1,78,4,0.1,1,1
371.2,824,84,1,78,4,0.1,1,1
345.6,790,84,1,78,4,-0.3,2,2
371.2,773,84,1,78,2,-0.5,2,2
371.2,733,85,1,78,0,-0.4,2,2
332.8,677,85,1,78,0,0,2,2
320,667,85,1,78,0,0,2,2
320,666,85,1,78,0,0,2,2
332.8,667,85,1,78,0,0,2,2
320,663,86,1,78,0,0,2,2
320,672,86,1,78,0,0,2,2
320,667,86,1,78,0,0,2,2
345.6,668,86,1,78,0,0,2,2
332.8,671,86,1,78,0,0,2,2
320,665,86,1,78,0,0,2,2
332.8,682,87,1,78,0,0.3,1,1
358.4,732,87,1,78,0,0.4,1,1
384,769,87,1,78,2,0.3,2,2
371.2,759,87,1,78,2,-0.2,2,2
371.2,739,87,1,78,0,-0.4,2,2
345.6,676,87,1,78,0,-0.1,2,2
332.8,662,87,1,78,0,0,2,2
332.8,669,87,1,78,0,0,2,2
332.8,666,87,1,78,0,0,2,2
332.8,669,87,1,78,0,0,2,2
345.6,665,87,1,78,0,0,2,2
332.8,665,87,1,78,0,0,2,2
332.8,671,87,1,78,0,0,2,2
332.8,667,87,1,78,0,0,2,2
345.6,673,87,1,78,0,0.1,2,2
332.8,667,87,1,78,0,0,2,2
332.8,668,87,1,78,0,0,2,2
345.6,673,87,1,78,0,0.2,1,1
358.4,717,87,1,78,0,0.3,1,1
358.4,710,87,1,78,0,0.2,2,2
358.4,727,87,1,78,2,0.2,2,2
384,764,87,1,78,3,0.2,1,1
537.6,962,87,1,78,4,0.5,1,1
601.6,1204,87,1,78,6,0.6,1,1
345.6,979,87,1,78,6,-0.1,1,1
1536,1680,87,1,78,9,1.6,1,1
1420.8,2173,87,1,78,14,1.1,1,1
1280,1868,87,2,78,17,1,1,1
1843.2,2116,87,2,78,20,1.2,1,1
1177.6,2205,87,2,78,23,0.4,1,1
883.2,1817,86,3,78,23,0.3,1,1
1408,1743,86,3,78,25,0.7,1,1
627.2,1705,86,3,78,26,0,1,1
1267.2,1896,85,3,78,27,0.4,1,1
2777.6,2335,85,3,78,30,1.3,1,1
3059.2,2464,84,3,78,34,1.2,1,1
3315.2,2651,84,3,78,37,1.1,1,1
2060.8,2583,84,3,78,40,0.5,1,1
601.6,1959,84,4,79,40,-0.2,1,1
640,1895,84,4,79,39,-0.4,2,2
576,1705,84,4,79,35,-1.2,2,2
38.4,1321,84,4,79,30,-1.9,2,2
307.2,1018,84,4,79,23,-2,2,2
422.4,973,84,3,79,15,-2.2,2,2
499.2,893,84,3,79,7,-2.2,2,2
460.8,836,84,1,79,4,0.2,1,1
422.4,820,84,1,79,3,0,2,2
396.8,775,84,1,79,0,-0.8,2,2
358.4,703,84,1,79,0,0.1,2,2
320,670,84,1,79,0,0.1,2,2
307.2,669,84,1,79,0,0.1,2,2
307.2,665,85,1,79,0,0.1,2,2
307.2,668,85,1,79,0,0.1,2,2
307.2,665,85,1,79,0,0.1,2,2
320,667,85,1,79,0,0.1,2,2
320,658,86,1,79,0,0.1,2,2
320,672,86,1,79,0,0.1,2,2
332.8,667,86,1,79,0,0.1,2,2
345.6,669,86,1,79,0,0.1,2,2
332.8,672,87,1,79,0,0.1,2,2
332.8,667,87,1,79,0,0.1,2,2
345.6,670,87,1,79,0,0.1,2,2
332.8,667,87,1,79,0,0.1,2,2
332.8,668,87,1,79,0,0.1,2,2
345.6,669,87,1,79,0,0.2,1,1
358.4,721,87,1,79,0,0.4,1,1
384,754,87,1,79,0,0.4,2,2
358.4,687,87,1,79,0,-0.2,2,2
332.8,667,87,1,79,0,0,2,2
332.8,662,87,1,79,0,0.2,2,2
332.8,668,87,1,79,0,0.2,2,2
345.6,664,87,1,79,0,0.2,2,2
332.8,665,87,1,79,0,0.2,2,2
345.6,669,88,1,79,0,0.2,2,2
332.8,666,88,1,79,0,0.2,2,2
332.8,672,88,1,79,0,0.2,2,2
358.4,667,88,1,79,0,0.2,2,2
332.8,673,88,1,79,0,0.2,2,2
332.8,670,88,1,79,0,0.2,2,2
345.6,669,88,1,79,0,0.2,2,2
345.6,673,88,1,79,0,0.2,2,2
358.4,668,88,1,79,0,0.2,2,2
332.8,673,88,1,79,0,0.2,2,2
332.8,671,88,1,79,0,0.2,2,2
345.6,673,88,1,79,0,0.2,2,2
332.8,673,88,1,79,0,0.2,2,2
345.6,670,88,1,79,0,0.2,2,2
332.8,670,88,1,79,0,0.2,2,2
345.6,670,88,1,79,0,0.2,2,2
345.6,676,87,1,79,0,0.2,2,2
332.8,669,87,1,79,0,0.2,2,2
332.8,667,87,1,79,0,0.2,1,1
358.4,705,87,1,79,0,0.3,1,1
371.2,750,87,1,79,0,0.5,1,1
396.8,783,87,1,79,0,0.4,1,1
384,762,87,1,79,2,0.2,2,2
384,748,87,1,79,1,0,2,2
358.4,710,87,1,79,0,0.1,2,2
332.8,669,87,1,79,0,0,2,2
345.6,663,87,1,79,0,0.1,2,2
332.8,665,87,1,79,0,0.2,2,2
332.8,672,87,1,79,0,0.2,2,2
332.8,668,87,1,79,0,0.2,2,2
345.6,672,87,1,79,0,0.2,2,2
332.8,666,87,1,79,0,0.2,2,2
332.8,673,87,1,79,0,0.2,2,2
345.6,669,87,1,79,0,0.2,2,2
332.8,666,87,1,79,0,0.2,2,2
332.8,673,87,1,79,0,0.2,2,2
332.8,667,87,1,79,0,0.2,2,2
332.8,669,87,1,79,0,0.2,2,2
345.6,670,87,1,79,0,0.2,2,2
332.8,668,87,1,79,0,0.2,2,2
332.8,671,87,1,79,0,0.2,2,2
332.8,666,87,1,79,0,0.2,2,2
345.6,671,87,1,79,0,0.2,2,2
332.8,668,87,1,79,0,0.2,2,2
332.8,672,87,1,79,0,0.2,2,2
345.6,668,87,1,79,0,0.2,2,2
332.8,671,87,1,79,0,0.2,2,2
332.8,671,87,1,79,0,0.2,2,2
345.6,669,87,1,79,0,0.2,2,2
332.8,673,87,1,79,0,0.2,2,2
332.8,666,87,1,79,0,0.2,2,2
345.6,669,87,1,79,0,0.2,2,2
332.8,674,87,1,79,0,0.2,2,2
345.6,666,87,1,79,0,0.2,2,2
332.8,672,87,1,79,0,0.2,2,2
332.8,666,87,1,79,0,0.2,2,2
332.8,671,87,1,79,0,0.2,2,2
345.6,667,87,1,79,0,0.2,2,2
332.8,671,87,1,79,0,0.2,2,2
345.6,672,87,1,79,0,0.2,2,2
332.8,669,87,1,79,0,0.2,2,2
332.8,671,87,1,79,0,0.2,2,2
332.8,669,87,1,79,0,0.2,2,2
345.6,672,87,1,79,0,0.2,2,2
332.8,669,87,1,79,0,0.2,2,2
332.8,668,87,1,79,0,0.2,2,2
345.6,667,87,1,79,0,0.2,2,2
332.8,667,87,1,79,0,0.2,2,2
332.8,674,87,1,79,0,0.2,2,2
345.6,667,87,1,79,0,0.2,2,2
332.8,671,87,1,79,0,0.2,2,2
345.6,674,87,1,79,0,0.2,2,2
332.8,669,87,1,79,0,0.2,2,2
332.8,672,87,1,79,0,0.2,2,2
345.6,667,87,1,79,0,0.2,2,2
332.8,671,87,1,79,0,0.2,2,2
332.8,667,87,1,79,0,0.2,2,2
332.8,673,87,1,79,0,0.2,2,2
332.8,667,87,1,79,0,0.2,2,2
332.8,678,87,1,79,0,0.3,1,1
678.4,1004,87,1,79,0,1,1,1
2035.2,1983,87,1,79,7,3.1,1,1
2380.8,2478,87,1,79,14,1.9,1,1
1920,2296,87,2,79,19,1.4,1,1
1907.2,2331,87,2,79,22,1.2,1,1
2060.8,2572,86,2,79,25,1.1,1,1
2048,2500,86,2,79,28,0.8,1,1
2112,2115,86,3,79,31,0.9,1,1
2560,2247,85,3,79,35,1.1,1,1
2086.4,2373,84,3,79,38,0.7,1,1
588.8,1973,84,4,79,38,-0.2,1,1
499.2,1703,84,4,79,38,-0.2,1,1
192,1232,84,4,79,36,-0.4,1,1
320,1366,84,4,79,35,-0.3,1,1
320,1363,84,4,79,34,-0.4,1,1
294.4,1263,84,4,79,33,-0.4,2,2
256,1092,84,4,79,29,-1.7,2,2
281.6,919,84,4,79,22,-2.5,2,2
320,951,84,3,79,17,-0.8,1,1
409.6,1063,84,3,79,15,-0.1,1,1
1843.2,1861,84,3,79,17,1.1,1,1
2662.4,2293,84,2,79,21,1.3,1,1
3456,2798,84,2,79,27,1.7,1,1
2060.8,2898,84,2,79,31,0.6,1,1
2636.8,2380,84,3,79,33,0.9,1,1
3046.4,2585,84,3,80,37,1.1,1,1
2675.2,2424,85,4,80,39,0.7,1,1
1177.6,1983,85,4,80,40,0.1,1,1
294.4,1813,85,4,80,39,-0.4,1,1
1075.2,1857,85,4,80,38,0.2,1,1
1267.2,1822,85,4,80,38,0.4,1,1
1792,1834,84,4,80,38,0.7,1,1
2124.8,1866,84,4,80,39,0.8,1,1
2214.4,1903,84,4,80,40,0.8,1,1
2112,1944,84,4,80,40,0.8,1,1
1856,1962,84,4,80,41,0.7,1,1
1062.4,1936,84,4,80,40,0.2,1,1
819.2,1943,84,4,80,38,0,1,1
1241.6,1990,84,4,80,37,0.4,1,1
1702.4,2082,84,4,80,37,0.6,1,1
1676.8,2075,84,4,80,37,0.6,1,1
1612.8,2059,84,4,80,37,0.6,1,1
1894.4,2119,84,4,80,37,0.7,1,1
1868.8,2122,85,4,80,37,0.7,1,1
1984,2135,85,4,80,38,0.7,1,1
2585.6,2280,85,4,80,38,0.9,1,1
2790.4,2342,85,4,80,40,1,1,1
2803.2,2367,85,4,81,41,0.9,1,1
2816,2385,85,4,81,42,0.9,1,1
2892.8,2400,85,4,81,43,0.9,1,1
2739.2,2335,85,4,81,44,0.9,1,1
1049.6,2098,85,4,81,44,0,1,1
153.6,1550,86,4,81,42,-0.5,2,2
320,1312,86,4,81,39,-1.1,2,2
345.6,1339,85,4,81,35,-1.3,2,2
294.4,1118,85,4,81,31,-1.3,2,2
294.4,974,85,4,81,29,-0.3,1,1
281.6,923,85,4,81,27,-0.3,2,2
294.4,882,85,4,81,26,-0.5,1,1
256,865,85,4,81,25,-0.3,2,2
268.8,839,85,4,81,23,-0.8,2,2
307.2,946,85,3,81,20,-0.9,1,1
422.4,1188,85,3,81,19,-0.1,1,1
742.4,1408,86,3,81,19,0.2,1,1
972.8,1579,86,3,81,21,0.4,2,2
396.8,1231,86,3,81,18,-1.4,2,2
384,1005,86,3,81,15,-0.8,1,1
435.2,992,86,3,81,14,0,1,1
998.4,1506,86,3,81,15,0.6,1,1
691.2,1376,86,3,81,17,0.4,1,1
384,1144,86,3,81,17,-0.1,1,1
345.6,1081,86,3,81,17,-0.1,1,1
396.8,1113,86,3,81,16,-0.1,1,1
563.2,1246,86,3,81,17,0.2,1,1
345.6,1065,86,3,81,16,-0.3,2,2
332.8,980,86,3,81,15,-0.5,2,2
345.6,925,86,3,81,14,-0.2,1,1
345.6,900,86,3,81,13,-0.1,2,2
358.4,873,86,3,81,12,-0.3,2,2
371.2,850,86,3,81,12,-0.1,2,2
371.2,832,86,3,81,11,-0.2,1,1
384,843,86,3,81,11,0,1,1
422.4,875,86,3,81,11,0,1,1
499.2,1070,86,3,81,11,0.2,1,1
524.8,1086,86,3,81,12,0.2,1,1
691.2,1252,86,3,81,13,0.4,1,1
819.2,1375,86,3,81,14,0.5,1,1
921.6,1448,86,3,81,16,0.5,1,1
1126.4,1584,86,3,81,18,0.6,1,1
1408,1735,86,3,81,20,0.8,1,1
1369.6,1683,86,3,81,23,0.7,1,1
819.2,1599,86,3,81,24,0.1,1,1
448,1481,86,3,82,24,-0.2,1,1
384,1380,86,3,82,23,-0.2,1,1
358.4,1284,86,3,82,22,-0.2,1,1
332.8,1216,85,3,82,21,-0.2,1,1
320,1158,85,3,82,20,-0.2,1,1
320,1112,85,3,82,19,-0.2,2,2
332.8,1079,85,3,82,18,-0.3,2,2
320,1043,85,3,82,17,-0.4,2,2
320,990,85,3,82,16,-0.3,1,1
307.2,961,85,3,82,15,-0.1,1,1
307.2,931,85,3,82,14,-0.1,1,1
320,912,85,3,82,14,-0.1,1,1
384,995,85,3,82,14,0,1,1
524.8,1124,85,3,82,14,0.1,1,1
691.2,1304,85,3,82,15,0.4,1,1
716.8,1342,85,3,82,16,0.4,1,1
729.6,1368,85,3,82,17,0.3,1,1
716.8,1382,85,3,82,18,0.3,1,1
844.8,1485,85,3,82,19,0.4,1,1
883.2,1538,85,3,82,20,0.4,1,1
934.4,1562,85,3,82,21,0.4,1,1
998.4,1523,85,3,82,23,0.5,1,1
1036.8,1563,85,3,82,24,0.5,1,1
1024,1650,85,3,82,26,0.4,1,1
499.2,1634,85,3,82,26,-0.1,1,1
371.2,1486,85,3,82,25,-0.3,1,1
345.6,1385,85,3,82,24,-0.3,1,1
307.2,1302,85,3,82,23,-0.3,1,1
307.2,1241,85,3,82,22,-0.2,1,1
307.2,1184,85,3,82,21,-0.2,1,1
307.2,1143,85,3,82,20,-0.2,1,1
307.2,1106,85,3,82,19,-0.2,1,1
307.2,1071,85,3,82,18,-0.2,1,1
294.4,1036,85,3,82,17,-0.2,1,1
358.4,1092,85,3,82,16,-0.1,1,1
1497.6,1757,85,3,82,18,0.9,1,1
2137.6,1950,85,3,82,22,1.3,1,1
2073.6,1798,85,3,82,25,1.1,1,1
1612.8,1855,85,3,82,28,0.7,1,1
448,1767,85,3,82,28,-0.2,1,1
422.4,1772,85,3,82,28,-0.2,1,1
422.4,1731,85,3,83,27,-0.1,1,1
563.2,1745,85,3,83,26,0,1,1
524.8,1705,84,3,83,26,0,1,1
358.4,1518,84,3,83,25,-0.3,1,1
332.8,1405,84,3,83,24,-0.3,1,1
307.2,1327,84,3,83,23,-0.3,1,1
294.4,1263,84,3,83,22,-0.2,1,1
332.8,1300,84,3,83,21,-0.2,1,1
409.6,1374,84,3,83,21,0,1,1
1024,1613,84,3,83,21,0.4,1,1
2227.2,2091,84,3,83,24,1.2,1,1
627.2,1721,84,3,83,25,0.1,1,1
396.8,1637,84,3,83,25,-0.1,1,1
448,1613,84,3,83,25,-0.1,1,1
627.2,1650,84,3,83,24,0.1,1,1
678.4,1667,84,3,83,25,0.1,1,1
614.4,1625,84,3,83,25,0.1,1,1
588.8,1622,84,3,83,25,0.1,1,1
601.6,1631,84,3,83,25,0.1,1,1
588.8,1639,84,3,83,26,0.1,1,1
601.6,1648,84,3,83,26,0.1,1,1
601.6,1658,84,3,83,26,0.1,1,1
601.6,1669,84,3,83,26,0.1,1,1
614.4,1680,84,3,83,26,0.1,1,1
601.6,1690,84,3,83,26,0.1,1,1
627.2,1699,84,3,83,27,0.1,1,1
627.2,1712,84,3,83,27,0.1,1,1
614.4,1720,84,3,83,27,0,1,1
384,1579,84,3,83,26,-0.3,1,1
358.4,1552,84,3,83,25,-0.2,1,1
345.6,1541,84,3,83,25,-0.2,1,1
371.2,1524,84,3,83,24,-0.2,1,1
985.6,1734,84,3,83,24,0.4,1,1
1292.8,1811,84,3,83,26,0.6,1,1
1088,1785,84,3,83,28,0.5,1,1
819.2,1820,84,3,83,28,0.2,1,1
793.6,1849,84,3,83,29,0.2,1,1
460.8,1768,84,3,83,29,-0.2,1,1
307.2,1535,84,3,83,27,-0.7,2,2
320,1383,84,3,83,23,-1.4,2,2
307.2,1247,84,3,83,21,-0.3,1,1
294.4,1155,84,3,83,20,-0.2,1,1
844.8,1490,84,3,83,20,0.2,1,1
1868.8,1774,84,3,83,22,1.1,1,1
1216,1703,84,3,83,25,0.4,1,1
345.6,1512,84,3,83,25,-0.2,1,1
371.2,1507,84,3,83,24,-0.2,1,1
1676.8,1986,84,3,83,25,0.8,1,1
1523.2,1970,84,3,83,28,0.8,1,1
742.4,1891,84,3,83,29,0.1,1,1
332.8,1650,84,3,83,28,-0.3,1,1
320,1553,84,3,83,27,-0.3,1,1
563.2,1749,84,3,83,27,-0.1,1,1
1011.2,1882,84,3,83,27,0.3,1,1
1062.4,1889,84,3,83,28,0.4,1,1
934.4,1881,84,3,83,29,0.3,1,1
857.6,1932,84,3,83,30,0.2,1,1
665.6,1761,84,4,83,31,0.1,1,1
448,1503,84,4,83,30,-0.1,1,1
409.6,1452,84,4,83,30,-0.1,1,1
396.8,1431,84,4,83,30,-0.1,1,1
409.6,1411,84,4,83,29,-0.1,1,1
473.6,1395,84,4,83,29,0,1,1
640,1408,84,4,83,29,0.1,1,1
844.8,1431,84,4,83,29,0.3,1,1
972.8,1474,84,4,83,30,0.4,1,1
524.8,1444,84,4,83,31,-0.1,1,1
985.6,1576,84,4,83,31,0.3,1,1
1318.4,1585,84,4,83,32,0.5,1,1
1484.8,1643,84,4,83,34,0.6,1,1
1894.4,1747,84,4,83,36,0.7,1,1
1292.8,1904,84,4,83,38,0.3,1,1
1446.4,2096,84,4,83,39,0.4,1,1
1523.2,2145,84,4,83,40,0.4,1,1
1472,2124,84,4,83,42,0.4,1,1
1420.8,2092,84,4,83,43,0.3,1,1
1382.4,2113,84,4,83,44,0.3,1,1
1408,2159,84,4,83,45,0.3,1,1
1420.8,2208,84,4,83,46,0.3,1,1
665.6,2085,84,4,83,46,-0.1,1,1
1126.4,1808,84,5,83,46,0.1,1,1
1484.8,1881,84,5,83,47,0.3,1,1
1369.6,1723,84,5,83,48,0.3,1,1
1267.2,1680,84,5,83,48,0.2,1,1
1113.6,1685,84,5,83,49,0.2,1,1
435.2,1652,84,5,83,48,-0.3,1,1
614.4,1663,84,5,83,48,-0.1,1,1
1369.6,1676,84,5,83,48,0.2,1,1
1510.4,1684,84,5,83,49,0.3,1,1
1523.2,1717,84,5,83,50,0.3,1,1
1548.8,1750,84,5,83,51,0.3,1,1
1548.8,1785,84,5,83,52,0.3,1,1
844.8,1787,84,5,83,52,-0.1,1,1
192,1736,84,5,83,51,-0.5,2,2
0,1653,85,5,83,48,-1,2,2
0,1551,85,5,83,46,-0.6,1,1
243.2,1524,85,5,83,44,-0.4,1,1
1049.6,1580,85,5,83,44,0.1,1,1
1728,1579,85,5,83,45,0.4,1,1
1779.2,1606,85,5,83,46,0.4,1,1
1817.6,1656,85,5,83,48,0.4,1,1
1907.2,1705,85,5,83,49,0.4,1,1
1971.2,1753,85,5,83,51,0.4,1,1
2086.4,1805,85,5,83,52,0.4,1,1
2137.6,1855,85,5,83,53,0.4,1,1
2188.8,1905,85,5,83,55,0.4,1,1
1420.8,1930,85,5,83,56,0.1,1,1
243.2,1843,85,5,84,55,-0.5,1,1
0,1820,85,5,84,53,-0.5,1,1
0,1755,85,5,84,52,-0.5,1,1
0,1696,85,5,84,50,-0.5,1,1
0,1637,85,5,84,48,-0.5,1,1
0,1580,85,5,84,46,-0.5,1,1
422.4,1572,86,5,84,45,-0.2,1,1
1664,1661,86,5,84,45,0.4,1,1
1523.2,1610,86,5,84,46,0.4,1,1
1177.6,1623,85,5,84,47,0.2,1,1
1113.6,1637,85,5,84,47,0.2,1,1
1011.2,1646,85,5,84,48,0.1,1,1
1024,1653,85,5,84,48,0.1,1,1
1036.8,1659,85,5,84,48,0.1,1,1
780.8,1654,85,5,84,48,0,1,1
358.4,1608,85,5,84,47,-0.3,1,1
473.6,1570,85,5,84,46,-0.2,1,1
614.4,1597,85,5,84,45,-0.1,1,1
1216,1629,85,5,84,45,0.2,1,1
1113.6,1571,85,5,84,45,0.2,1,1
908.8,1566,85,5,84,45,0.1,1,1
934.4,1571,85,5,84,45,0.1,1,1
908.8,1572,85,5,84,45,0.1,1,1
422.4,1525,85,5,84,45,-0.2,1,1
64,1462,85,5,84,43,-0.4,1,1
0,1414,86,5,84,41,-0.4,1,1
0,1347,86,5,84,39,-0.4,1,1
51.2,1229,86,5,84,38,-0.4,1,1
499.2,1260,86,5,84,36,-0.1,1,1
2355.2,2097,86,4,84,37,0.6,1,1
2419.2,2225,86,4,84,39,0.7,1,1
1664,2108,86,4,84,41,0.5,1,1
1356.8,2052,86,4,84,42,0.4,1,1
1395.2,2056,86,4,84,42,0.4,1,1
1382.4,2089,85,4,84,43,0.4,1,1
1382.4,2131,85,4,84,44,0.3,1,1
1433.6,2170,85,4,84,45,0.3,1,1
1446.4,2207,85,4,84,46,0.3,1,1
1472,2234,85,4,84,46,0.3,1,1
1344,1896,85,5,84,47,0.2,1,1
1305.6,1729,84,5,84,48,0.3,1,1
1228.8,1679,84,5,84,48,0.2,1,1
1203.2,1679,84,5,84,49,0.2,1,1
1190.4,1692,84,5,84,49,0.2,1,1
1216,1699,84,5,84,49,0.2,1,1
